,Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
4086,21-Sep-09,,0.864,0.15,1.8041,1.4155,1.0777,545.96,6.828,17.168,5.0766,1.4658,48.18,3.742,91.2,1208.0,0.28595,3.479,30.7397,13.353,0.7078,5.9012,0.3845,,43.8,2.8295,3.64,30.3711,3.75,1.4155,7.52,6.9125,1.0358,33.724,6.3199,3.6725,1.6194,1.0,9.32
4087,22-Sep-09,,0.8687,0.1515,1.8164,1.4155,1.0683,544.5,6.8289,17.016,5.0353,1.478,48.17,3.729,91.2,1205.8,0.28595,3.479,30.6715,13.3186,0.7115,5.8376,0.3845,,43.8,2.8094,3.64,30.2385,3.75,1.4157,7.44,6.8475,1.0236,33.721,6.3337,3.6725,1.6339,1.0,9.32
4088,23-Sep-09,,0.8758,0.1513,1.8053,1.4101,1.0683,540.48,6.8271,17.073,5.034,1.4783,47.96,3.732,91.2,1204.1,0.28575,3.4625,30.5454,13.3186,0.7262,5.7931,0.3845,,43.8,2.8214,3.64,30.0004,3.75,1.4101,7.46,6.8125,1.024,33.665,6.3274,3.6725,1.6437,1.0,9.32
4089,24-Sep-09,,0.8726,0.1522,1.7908,1.4159,1.0869,539.71,6.828,17.028,5.0393,1.4768,48.1,3.733,91.28,1195.4,0.2861,3.4765,30.6376,13.4549,0.7186,5.7625,0.3845,,43.8,2.8309,3.64,30.0678,3.75,1.4159,7.46,6.8125,1.0242,33.539,6.3192,3.6725,1.6195,1.0,9.32
4090,25-Sep-09,,0.8693,0.1508,1.7909,1.4186,1.0915,540.96,6.8287,17.164,5.0729,1.467,47.98,3.77,90.7,1196.4,0.2861,3.476,30.5321,13.5243,0.7142,5.7955,0.3845,,43.8,2.8684,3.64,30.137,3.75,1.4186,7.42,6.915,1.0287,33.57,6.3192,3.6725,1.6014,1.0,9.32
4091,28-Sep-09,,0.8622,0.1513,1.8009,1.4206,1.0861,544.66,6.8279,17.164,5.0801,1.465,47.98,3.77,88.9,1192.9,0.2868,3.476,30.5408,13.5042,0.7173,5.8208,0.3845,,43.8,2.8896,3.64,30.1985,3.75,1.4206,7.41,7.0075,1.0334,33.7771,6.3316,3.6725,1.5845,1.0,9.32
4092,29-Sep-09,,0.8755,0.1511,1.7902,1.4181,1.0871,545.44,6.8288,17.308,5.1165,1.4549,48.04,3.774,90.1,1192.8,0.2866,3.4875,30.5498,13.5513,0.7165,5.8526,0.3845,,43.8,2.879,3.64,30.0922,3.75,1.4181,7.42,7.0025,1.0388,33.596,6.3382,3.6725,1.5965,1.0,9.32
4093,30-Sep-09,,0.8801,0.1511,1.792,1.4141,1.0722,546.07,6.829,17.178,5.0839,1.4643,48.04,3.758,89.77,1188.7,0.2866,3.4745,30.5332,13.4928,0.7149,5.7775,0.3845,,43.8,2.8852,3.64,30.0087,3.75,1.4141,7.44,7.0075,1.029,33.614,6.3183,3.6725,1.6113,1.0,9.32
4094,1-Oct-09,,0.8789,0.1511,1.7773,1.4116,1.0774,550.36,6.829,17.473,5.1206,1.4539,47.86,3.78,89.82,1181.4,0.2866,3.4655,30.5146,13.6242,0.7233,5.8089,0.3845,,43.8,2.896,3.64,30.0621,3.75,1.4116,7.65,6.9625,1.0432,33.55,6.3424,3.6725,1.5977,1.0,9.32
4095,2-Oct-09,,0.8698,0.1473,1.7786,1.4141,1.0845,553.3,6.829,17.506,5.1213,1.4537,47.86,3.766,89.5,1181.4,0.2866,3.473,30.5872,13.6773,0.7145,5.8107,0.3845,,43.8,2.9237,3.64,30.124,3.75,1.4141,7.755,7.0625,1.0402,33.455,6.3553,3.6725,1.5847,1.0,9.32
4096,5-Oct-09,,0.8698,0.1491,1.7786,1.4114,1.0757,557.41,6.829,17.416,5.0933,1.4616,47.53,3.76,89.8,1175.2,0.28655,3.4655,30.5888,13.655,0.7161,5.7786,0.3845,,43.8,2.8851,3.64,30.0785,3.75,1.4114,7.585,7.045,1.0335,33.516,6.3407,3.6725,1.5944,1.0,9.32
4097,6-Oct-09,,0.8848,0.1516,1.7786,1.4046,1.0571,556.11,6.829,17.348,5.0566,1.4722,47.16,3.733,89.1,1173.2,0.28635,3.441,30.6564,13.4943,0.7301,5.6956,0.3845,,43.8,2.8374,3.64,29.8322,3.75,1.4046,7.41,6.975,1.026,33.447,6.3454,3.6725,1.5917,1.0,9.32
4098,7-Oct-09,,0.8904,0.1503,1.7786,1.4031,1.0619,554.02,6.829,17.483,5.0657,1.4694,46.82,3.734,88.9,1170.2,0.28635,3.4295,30.6724,13.4673,0.7353,5.6921,0.3845,,43.8,2.8477,3.64,29.7819,3.75,1.4031,7.48,6.9675,1.0305,33.447,6.3073,3.6725,1.5885,1.0,9.32
4099,8-Oct-09,,0.9016,0.1525,1.7587,1.3949,1.0535,553.57,6.829,17.451,5.0427,1.4763,46.28,3.732,88.45,1170.8,0.2861,3.392,30.6233,13.3227,0.7366,5.6583,0.3845,,43.8,2.8659,3.64,29.6396,3.75,1.3949,7.35,6.9625,1.0265,33.369,6.3165,3.6725,1.6079,1.0,9.32
4100,9-Oct-09,,0.9048,0.1519,1.7404,1.3918,1.0424,550.55,6.827,17.53,5.0465,1.475,46.5,3.737,89.2,1168.4,0.2861,3.391,30.5606,13.255,0.7419,5.6288,0.3845,,43.8,2.896,3.64,29.609,3.75,1.3918,7.37,7.0,1.03,33.321,6.3177,3.6725,1.5983,1.0,9.32
4101,12-Oct-09,,0.9027,0.1519,1.7404,1.4014,1.0424,550.55,6.827,17.487,5.0418,1.4765,46.58,3.728,89.2,1168.4,0.2867,3.408,30.5437,13.2178,0.7342,5.64,0.3845,,43.8,2.8937,3.64,29.5945,3.75,1.4014,7.41,7.04,1.028,33.329,6.3219,3.6725,1.5799,1.0,9.32
4102,13-Oct-09,,0.9073,0.1524,1.781,1.3972,1.0298,554.44,6.827,17.443,5.0081,1.4864,46.58,3.714,90.02,1170.0,0.2864,3.3895,30.5037,13.1774,0.7377,5.6028,0.3845,,43.8,2.8534,3.64,29.5043,3.75,1.3972,7.32,7.04,1.0225,33.351,6.3257,3.6725,1.5808,1.0,9.32
4103,14-Oct-09,,0.9133,0.1535,1.781,1.3972,1.0292,554.66,6.8269,17.384,5.0022,1.4881,46.16,3.709,89.3,1168.0,0.2858,3.373,30.4455,13.0779,0.7397,5.5668,0.3845,,43.8,2.8251,3.64,29.4651,3.75,1.3972,7.26,6.93,1.0174,33.311,6.3602,3.6725,1.5996,1.0,9.32
4104,15-Oct-09,,0.9223,0.1526,1.7091,1.3861,1.0303,552.48,6.8267,17.407,5.008,1.4864,45.91,3.718,89.4,1167.7,0.2856,3.3475,30.3978,13.0884,0.7427,5.6075,0.3845,,43.8,2.8075,3.64,29.3206,3.75,1.3861,7.28,6.8975,1.0142,33.342,6.3642,3.6725,1.627,1.0,9.32
4105,16-Oct-09,,0.9222,0.1526,1.7029,1.3884,1.0389,549.21,6.827,17.33,5.0066,1.4869,46.27,3.709,90.9,1158.4,0.2856,3.3665,30.2922,13.1057,0.7445,5.6157,0.3845,,43.8,2.8248,3.64,29.3281,3.75,1.3884,7.36,6.98,1.019,33.474,6.3507,3.6725,1.6284,1.0,9.32
4106,19-Oct-09,,0.9178,0.1525,1.7127,1.3953,1.0308,547.61,6.8275,17.282,4.9897,1.4918,46.27,3.708,90.9,1158.8,0.28585,3.3825,30.3358,13.084,0.7391,5.5989,0.3845,,43.8,2.8113,3.64,29.3553,3.75,1.3953,7.35,6.9475,1.0143,33.437,6.3509,3.6725,1.6287,1.0,9.32
4107,20-Oct-09,,0.9289,0.153,1.7122,1.3882,1.05,546.25,6.8273,17.175,4.972,1.4971,46.04,3.7,90.4,1176.2,0.28545,3.3585,30.3481,12.9407,0.7566,5.5591,0.3845,,43.8,2.7916,3.64,29.1911,3.75,1.3882,7.31,6.9225,1.0106,33.449,6.356,3.6725,1.6411,1.0,9.32
4108,21-Oct-09,,0.9228,0.1517,1.7442,1.3951,1.0412,542.63,6.8278,17.339,4.9885,1.4921,46.44,3.704,90.81,1166.7,0.28565,3.389,30.2748,12.9196,0.7497,5.5814,0.3845,,43.8,2.7772,3.64,29.1641,3.75,1.3951,7.4,6.9275,1.011,33.364,6.3228,3.6725,1.657,1.0,9.32
4109,22-Oct-09,,0.9251,0.1505,1.7432,1.3964,1.0485,542.56,6.8272,17.279,4.9625,1.5,46.66,3.698,91.15,1179.1,0.28535,3.3915,30.228,12.9495,0.7581,5.5513,0.3845,,43.8,2.8044,3.64,29.0858,3.75,1.3964,7.475,6.88,1.0094,33.446,6.3253,3.6725,1.6538,1.0,9.32
4110,23-Oct-09,,0.9288,0.1514,1.7296,1.3928,1.0508,536.75,6.8275,17.241,4.9559,1.502,46.45,3.692,91.65,1183.2,0.28535,3.382,30.1671,12.9798,0.7582,5.5443,0.3845,,43.8,2.7816,3.64,29.0003,3.75,1.3928,7.475,6.8275,1.0064,33.446,6.3348,3.6725,1.6409,1.0,9.32
4111,26-Oct-09,,0.9244,0.1505,1.7105,1.3925,1.0616,531.95,6.828,17.244,4.956,1.5019,46.58,3.69,91.87,1184.6,0.2855,3.3795,30.1131,13.149,0.7582,5.5433,0.3845,,43.8,2.775,3.64,28.9403,3.75,1.3925,7.475,6.7725,1.0065,33.446,6.3259,3.6725,1.6325,1.0,9.32
4112,27-Oct-09,,0.9189,0.149,1.7149,1.3976,1.0648,532.89,6.8284,17.532,5.0042,1.4874,46.83,3.709,92.07,1180.4,0.286,3.3985,30.0663,13.2662,0.7478,5.6374,0.3845,,43.8,2.823,3.64,29.0184,3.75,1.3976,7.625,6.87,1.0187,33.405,6.3259,3.6725,1.6394,1.0,9.32
4113,28-Oct-09,,0.9092,0.1474,1.7334,1.3995,1.0756,532.85,6.8283,17.532,5.0342,1.4785,47.15,3.745,91.15,1187.1,0.2861,3.4145,30.1328,13.2823,0.7441,5.6374,0.3845,,43.8,2.8779,3.64,29.1749,3.75,1.3995,7.755,6.98,1.0223,33.44,6.3563,3.6725,1.631,1.0,9.32
4114,29-Oct-09,,0.8985,0.1473,1.7439,1.4039,1.0705,531.15,6.8285,17.908,5.0333,1.4788,47.52,3.764,90.3,1193.6,0.28625,3.4365,30.2157,13.0825,0.7208,5.6691,0.3845,,43.8,2.8847,3.64,29.3441,3.75,1.4039,7.815,7.035,1.0256,33.452,6.3231,3.6725,1.6462,1.0,9.32
4115,30-Oct-09,,0.9161,0.1474,1.7428,1.3968,1.0774,531.74,6.8281,17.883,5.0291,1.48,46.96,3.746,91.38,1200.6,0.28625,3.4075,30.2723,13.1479,0.7327,5.6699,0.3845,,43.8,2.8595,3.64,29.0488,3.75,1.3968,7.71,7.015,1.0229,33.479,6.3313,3.6725,1.652,1.0,9.32
4116,2-Nov-09,,0.9035,0.1456,1.7428,1.4004,1.0743,531.83,6.8282,17.912,5.0382,1.4772,46.96,3.775,90.0,1182.5,0.286,3.4275,30.2723,13.1479,0.7134,5.7067,0.3845,,43.8,2.8767,3.64,29.1944,3.75,1.4004,7.905,7.065,1.0213,33.432,6.3325,3.6725,1.6361,1.0,9.32
4117,3-Nov-09,,0.9016,0.1456,1.7432,1.3976,1.0704,528.89,6.8279,17.938,5.0772,1.4658,47.04,3.806,90.0,1182.0,0.286,3.4185,30.2838,13.2908,0.718,5.8081,0.3845,,43.8,2.9195,3.64,29.2337,3.75,1.3976,7.905,7.0925,1.0335,33.45,6.3299,3.6725,1.6279,1.0,9.32
4118,4-Nov-09,,0.9028,0.1472,1.758,1.3998,1.0647,531.49,6.828,17.673,5.0416,1.4761,47.13,3.793,90.18,1178.4,0.28615,3.4225,30.2867,13.2708,0.7217,5.7188,0.3845,,43.8,2.8908,3.64,29.2337,3.75,1.3998,7.74,7.0725,1.024,33.44,6.3412,3.6725,1.6519,1.0,9.32
4119,5-Nov-09,,0.9054,0.1493,1.7263,1.3975,1.0651,527.84,6.8277,17.403,5.0053,1.4867,47.13,3.792,90.47,1179.8,0.28575,3.422,30.306,13.343,0.7243,5.6746,0.3845,,43.8,2.8754,3.64,29.133,3.75,1.3975,7.565,7.075,1.018,33.44,6.3196,3.6725,1.6504,1.0,9.32
4120,6-Nov-09,,0.9133,0.1499,1.7263,1.3946,1.072,524.07,6.8276,17.277,5.0075,1.4862,46.82,3.771,90.7,1168.0,0.28575,3.4072,30.3114,13.3758,0.7213,5.6749,0.3845,,43.8,2.8485,3.64,29.0156,3.75,1.3946,7.54,6.9775,1.0175,33.423,6.3291,3.6725,1.6607,1.0,9.32
4121,9-Nov-09,,0.9264,0.1518,1.7171,1.3884,1.0566,521.77,6.8273,17.07,4.9662,1.4984,46.58,3.741,90.12,1171.2,0.28525,3.382,30.3114,13.2996,0.7342,5.619,0.3845,,43.8,2.8195,3.64,28.8497,3.75,1.3884,7.4,6.8925,1.0081,33.391,6.3224,3.6725,1.6796,1.0,9.32
4122,10-Nov-09,,0.9279,0.1512,1.7016,1.3882,1.0518,515.67,6.8268,17.054,4.9719,1.4966,46.53,3.759,89.96,1161.6,0.28505,3.378,30.0875,13.2308,0.7419,5.6017,0.3845,,43.8,2.8031,3.64,28.7391,3.75,1.3882,7.435,6.8625,1.0081,33.332,6.2966,3.6725,1.6672,1.0,9.32
4123,11-Nov-09,,0.9304,0.1526,1.7088,1.3874,1.0518,509.53,6.8267,16.886,4.9482,1.5037,46.57,3.749,89.6,1158.7,0.28505,3.3865,30.0026,13.1622,0.7432,5.5596,0.3845,,43.8,2.8031,3.64,28.7007,3.75,1.3874,7.33,6.8,1.0047,33.309,6.3101,3.6725,1.6664,1.0,9.32
4124,12-Nov-09,,0.9338,0.1508,1.7104,1.3865,1.0519,506.01,6.8268,17.093,4.9867,1.4922,46.5,3.769,89.95,1159.5,0.28505,3.381,29.9396,13.2061,0.7394,5.6236,0.3845,,43.8,2.7715,3.64,28.6701,3.75,1.3865,7.475,6.815,1.0111,33.304,6.3107,3.6725,1.657,1.0,9.32
4125,13-Nov-09,,0.9254,0.1511,1.7242,1.389,1.0508,508.19,6.8273,17.169,4.9867,1.4868,46.5,3.774,90.23,1157.4,0.28505,3.381,29.8768,13.1012,0.7326,5.6258,0.3845,,43.8,2.7631,3.64,28.8345,3.75,1.389,7.435,6.8625,1.0144,33.302,6.3356,3.6725,1.6702,1.0,9.32
4126,16-Nov-09,,0.9349,0.152,1.7282,1.3848,1.046,504.09,6.8272,17.037,4.9721,1.4965,46.09,3.753,89.57,1161.1,0.2851,3.361,29.8621,13.1012,0.7426,5.571,0.3845,,43.8,2.74,3.64,28.6705,3.75,1.3848,7.385,6.815,1.0089,33.306,6.3477,3.6725,1.6698,1.0,9.32
4127,17-Nov-09,,0.9346,0.1511,1.7119,1.3845,1.0592,497.65,6.8271,17.037,5.0023,1.4875,46.25,3.768,89.05,1155.1,0.285,3.366,29.8567,13.0875,0.7487,5.6118,0.3845,,43.8,2.7415,3.64,28.6768,3.75,1.3845,7.465,6.83,1.0143,33.219,6.34,3.6725,1.6781,1.0,9.32
4128,18-Nov-09,,0.9286,0.1516,1.7145,1.3858,1.05,494.09,6.8275,17.01,4.9748,1.4957,46.26,3.77,89.25,1152.8,0.2853,3.37,29.8782,12.9818,0.7448,5.584,0.3845,,43.8,2.7367,3.64,28.7163,3.75,1.3858,7.42,6.8475,1.0102,33.197,6.3375,3.6725,1.6804,1.0,9.32
4129,19-Nov-09,,0.9235,0.1499,1.7095,1.3874,1.0638,491.09,6.8274,17.217,5.0065,1.4863,46.41,3.793,89.31,1153.3,0.28535,3.3805,29.8684,13.0502,0.7458,5.6462,0.3845,,43.8,2.777,3.64,28.7459,3.75,1.3874,7.555,6.905,1.0102,33.187,6.337,3.6725,1.6628,1.0,9.32
4130,20-Nov-09,,0.9206,0.1494,1.7279,1.3894,1.0696,498.2,6.8278,17.475,5.023,1.4815,46.58,3.811,88.9,1156.2,0.28535,3.3955,29.8252,13.0895,0.7311,5.6868,0.3845,,43.8,2.7875,3.64,28.8554,3.75,1.3894,7.6,6.9025,1.0181,33.194,6.3315,3.6725,1.6501,1.0,9.32
4131,23-Nov-09,,0.9196,0.1506,1.7348,1.3867,1.0551,503.58,6.8279,17.262,4.9716,1.4968,46.49,3.801,88.9,1162.6,0.28525,3.3805,29.79,13.0151,0.7236,5.5959,0.3845,,43.8,2.7517,3.64,28.7986,3.75,1.3867,7.475,6.87,1.01,33.22,6.3439,3.6725,1.6609,1.0,9.32
4132,24-Nov-09,,0.922,0.151,1.7237,1.3869,1.0608,494.51,6.8276,17.294,4.9711,1.4969,46.6,3.777,88.88,1157.1,0.28525,3.387,29.7299,12.9305,0.732,5.5959,0.3845,,43.8,2.7588,3.64,28.8481,3.75,1.3869,7.455,6.94,1.0113,33.219,6.3432,3.6725,1.6538,1.0,9.32
4133,25-Nov-09,,0.9259,0.1523,1.7274,1.384,1.0501,493.26,6.8275,17.215,4.9336,1.5083,46.34,3.762,88.35,1156.1,0.28495,3.3777,29.6492,12.866,0.7259,5.5798,0.3845,,43.8,2.7364,3.64,28.7909,3.75,1.384,7.37,6.8725,1.0015,33.244,6.3431,3.6725,1.6708,1.0,9.32
4134,26-Nov-09,,0.9224,0.1523,1.7274,1.3796,1.0595,492.33,6.8268,17.374,4.9378,1.5071,46.27,3.776,87.35,1155.0,0.28495,3.377,29.6216,12.9475,0.7329,5.64,0.3845,,43.8,2.7422,3.64,28.8751,3.75,1.3796,7.435,6.9375,1.001,33.195,6.3521,3.6725,1.6549,1.0,9.32
4135,27-Nov-09,,0.9043,0.1523,1.7274,1.3796,1.0624,493.48,6.8269,17.554,4.9891,1.4918,46.81,3.826,86.0,1153.6,0.28495,3.377,29.5529,12.9139,0.7162,5.6925,0.3845,,43.8,2.8051,3.64,29.8179,3.75,1.3796,7.54,7.055,1.0109,33.13,6.3504,3.6725,1.6374,1.0,9.32
4136,30-Nov-09,,0.9178,0.1518,1.7435,1.3828,1.0574,495.84,6.8272,17.39,4.954,1.5023,46.48,3.792,86.75,1167.4,0.28495,3.3875,29.4641,12.9157,0.7148,5.6663,0.3845,,43.8,2.7538,3.64,29.0687,3.75,1.3828,7.43,6.9625,1.0026,33.25,6.3443,3.6725,1.6473,1.0,9.32
4137,1-Dec-09,,0.9136,0.1525,1.7497,1.3844,1.0432,494.82,6.827,17.219,4.9371,1.5074,46.45,3.775,86.9,1161.8,0.2848,3.3905,29.4474,12.8557,0.7161,5.6259,0.3845,,43.8,2.7392,3.64,29.1771,3.75,1.3844,7.35,6.9475,1.001,33.212,6.3442,3.6725,1.6564,1.0,9.32
4138,2-Dec-09,,0.927,0.1529,1.7285,1.38,1.0468,495.78,6.8268,17.218,4.9317,1.509,46.27,3.777,87.0,1162.2,0.2844,3.3777,29.4116,12.8026,0.7261,5.5805,0.3845,,43.8,2.7185,3.64,29.056,3.75,1.38,7.325,6.8925,0.9993,33.21,6.3602,3.6725,1.6682,1.0,9.32
4139,3-Dec-09,,0.9287,0.1534,1.7193,1.3812,1.0542,499.46,6.827,17.077,4.9218,1.512,46.22,3.772,87.7,1154.4,0.2845,3.3755,29.2486,12.6658,0.7225,5.5813,0.3845,,43.8,2.7093,3.64,29.2427,3.75,1.3812,7.275,6.825,0.9973,33.156,6.3644,3.6725,1.664,1.0,9.32
4140,4-Dec-09,,0.9237,0.1525,1.7088,1.3829,1.0517,502.64,6.8272,17.144,4.9387,1.5068,46.25,3.774,88.2,1155.7,0.2845,3.383,29.2486,12.5969,0.7212,5.6345,0.3845,,43.8,2.7093,3.64,29.1979,3.75,1.3829,7.335,6.8825,0.9997,33.132,6.3374,3.6725,1.6647,1.0,9.32
4141,7-Dec-09,,0.9154,0.15,1.7123,1.3891,1.0511,501.79,6.8278,17.386,5.0325,1.4787,46.44,3.815,90.0,1153.3,0.2848,3.393,28.9851,12.6558,0.7178,5.7263,0.3845,,43.8,2.7479,3.64,29.5221,3.75,1.3891,7.5,7.025,1.022,33.132,6.3254,3.6725,1.6343,1.0,9.32
4142,8-Dec-09,,0.9133,0.15,1.7294,1.3891,1.0604,501.79,6.8277,17.427,5.037,1.4774,46.67,3.797,89.0,1155.1,0.2848,3.3885,28.8903,12.8399,0.7137,5.7476,0.3845,,43.8,2.7435,3.64,30.1839,3.75,1.3891,7.495,7.0675,1.0218,33.132,6.3437,3.6725,1.629,1.0,9.32
4143,9-Dec-09,,0.9059,0.1491,1.7474,1.3938,1.0552,502.91,6.8279,17.435,5.039,1.4768,46.77,3.806,88.4,1161.6,0.285,3.402,28.7963,12.9862,0.7073,5.732,0.3845,,43.8,2.7966,3.64,30.7562,3.75,1.3938,7.545,7.1225,1.0241,33.177,6.3634,3.6725,1.6314,1.0,9.32
4144,10-Dec-09,,0.9136,0.1498,1.7603,1.3895,1.0519,503.55,6.8276,17.464,5.0521,1.473,46.72,3.781,87.85,1161.8,0.285,3.3965,28.6262,12.9739,0.7197,5.7267,0.3845,,43.8,2.8168,3.64,30.6268,3.75,1.3895,7.5,7.12,1.0255,33.199,6.3461,3.6725,1.6306,1.0,9.32
4145,11-Dec-09,,0.9155,0.1502,1.7619,1.3904,1.0585,495.89,6.8277,17.436,5.043,1.4757,46.52,3.775,88.73,1163.2,0.285,3.4,28.6262,12.9253,0.7289,5.7217,0.3845,,43.8,2.805,3.64,30.2107,3.75,1.3904,7.46,7.08,1.0247,33.199,6.3463,3.6725,1.6287,1.0,9.32
4146,14-Dec-09,,0.9103,0.1499,1.7513,1.3929,1.0593,495.51,6.8279,17.575,5.0806,1.4647,46.66,3.78,88.5,1164.9,0.2853,3.411,28.5477,12.8105,0.7238,5.7817,0.3845,,43.8,2.8248,3.64,30.0481,3.75,1.3929,7.48,7.1225,1.0335,33.129,6.3616,3.6725,1.6229,1.0,9.32
4147,15-Dec-09,,0.9138,0.1497,1.7475,1.3918,1.062,497.11,6.8278,17.951,5.1177,1.4541,46.64,3.787,88.7,1163.6,0.2852,3.406,28.5477,12.7234,0.7272,5.8273,0.3845,,43.8,2.8635,3.64,30.0678,3.75,1.3918,7.48,7.1725,1.04,33.129,6.3733,3.6725,1.6231,1.0,9.32
4148,16-Dec-09,,0.8993,0.1509,1.7549,1.3976,1.058,498.77,6.828,18.093,5.1109,1.456,46.68,3.783,89.6,1161.6,0.2858,3.4245,28.6211,12.698,0.7213,5.7483,0.3845,,43.8,2.8891,3.64,30.1978,3.75,1.3976,7.48,7.1775,1.04,33.134,6.3617,3.6725,1.6362,1.0,9.32
4149,17-Dec-09,,0.8894,0.1485,1.751,1.3998,1.0713,498.43,6.8281,18.215,5.1882,1.4343,46.78,3.803,90.1,1166.0,0.2863,3.435,28.828,12.9331,0.7206,5.86,0.3845,,43.8,2.9105,3.64,30.4392,3.75,1.3998,7.49,7.24,1.0492,33.176,6.3463,3.6725,1.6133,1.0,9.32
4150,18-Dec-09,,0.8891,0.1481,1.7815,1.4006,1.0678,500.56,6.8284,18.338,5.1904,1.4337,46.85,3.793,89.65,1173.7,0.2863,3.435,29.0977,12.8979,0.7104,5.8558,0.3845,,43.8,2.9038,3.64,30.7187,3.75,1.4006,7.56,7.25,1.0425,33.222,6.3416,3.6725,1.6196,1.0,9.32
4151,21-Dec-09,,0.8872,0.1481,1.7815,1.4033,1.0594,502.59,6.8284,18.345,5.1792,1.4368,46.8,3.801,90.4,1173.7,0.2866,3.4365,29.3128,12.8121,0.7112,5.8129,0.3845,,43.8,2.9268,3.64,30.5529,3.75,1.4006,7.645,7.2825,1.0422,33.222,6.3569,3.6725,1.6123,1.0,9.32
4152,22-Dec-09,,0.8793,0.146,1.7779,1.4064,1.0556,503.93,6.8285,18.392,5.2118,1.4279,46.8,3.801,91.37,1179.6,0.287,3.4375,29.6641,12.9449,0.7051,5.8583,0.3845,,43.8,2.9232,3.64,30.4439,3.75,1.4064,7.72,7.275,1.0486,33.229,6.3612,3.6725,1.6021,1.0,9.32
4153,23-Dec-09,,0.876,0.1468,1.7817,1.4112,1.0476,507.19,6.8287,18.489,5.2139,1.4276,46.85,3.808,91.37,1183.4,0.28725,3.438,29.895,12.8896,0.6984,5.8507,0.3845,,43.8,2.9293,3.64,30.5007,3.75,1.4112,7.69,7.3475,1.0468,33.254,6.3662,3.6725,1.5951,1.0,9.32
4154,24-Dec-09,,0.8816,0.1468,1.7817,1.4072,1.0488,508.75,6.8285,18.489,5.2139,1.4398,46.76,3.797,91.67,1183.4,0.2869,3.4315,30.0581,12.8793,0.7044,5.8507,0.3845,,43.8,2.8955,3.64,30.5007,3.75,1.4072,7.52,7.3475,1.0339,33.322,6.3551,3.6725,1.6,1.0,9.32
4155,28-Dec-09,,0.8816,0.1487,1.7519,1.406,1.0488,506.62,6.8282,18.344,5.1669,1.4405,46.76,3.793,91.55,1176.7,0.28675,3.4255,30.2286,12.9288,0.7044,5.8507,0.3845,,43.8,2.891,3.64,29.5952,3.75,1.406,7.505,7.2575,1.034,33.346,6.3499,3.6725,1.6,1.0,9.32
4156,29-Dec-09,,0.888,0.1499,1.739,1.4078,1.0405,506.27,6.8282,18.295,5.1559,1.4433,46.69,3.79,91.73,1169.9,0.28675,3.437,30.1687,13.0587,0.7083,5.7705,0.3845,,43.8,2.8791,3.64,29.8491,3.75,1.4078,7.41,7.1875,1.0293,33.396,6.3519,3.6725,1.6,1.0,9.32
4157,30-Dec-09,,0.8904,0.1497,1.7413,1.4067,1.0525,506.43,6.8283,18.411,5.1901,1.4338,46.73,3.789,92.06,1170.9,0.28705,3.4315,30.3144,13.0437,0.7176,5.8042,0.3845,,43.8,2.8791,3.64,30.2442,3.75,1.4067,7.385,7.2125,1.0388,33.396,6.3662,3.6725,1.5852,1.0,9.32
4158,31-Dec-09,,0.8969,0.1501,1.7404,1.4034,1.0466,506.43,6.8282,18.368,5.1901,1.4406,46.68,3.775,92.06,1167.6,0.2868,3.4245,30.2905,13.0659,0.7217,5.7767,0.3845,,43.8,2.8503,3.64,30.1851,3.75,1.4034,7.38,7.2125,1.0305,33.359,6.3325,3.6725,1.6195,1.0,9.32
4159,4-Jan-10,,0.897,0.1506,1.7404,1.4038,1.0378,507.1,6.8281,18.275,5.1717,1.4389,46.51,3.765,93.05,1167.6,0.2871,3.4195,30.3606,12.9226,0.7217,5.719,0.3845,,43.8,2.8465,3.64,30.1851,3.75,1.4038,7.315,7.1425,1.0336,33.359,6.3574,3.6725,1.6223,1.0,9.32
4160,5-Jan-10,,0.9133,0.1514,1.7232,1.3969,1.0372,505.7,6.8278,18.164,5.1527,1.4442,46.2,3.736,91.75,1156.2,0.2866,3.3885,30.3474,12.8241,0.7344,5.6862,0.3845,,43.8,2.8264,3.64,30.1851,3.75,1.3969,7.285,7.0575,1.0307,33.278,6.3548,3.6725,1.6014,1.0,9.32
